"Occupation Title","Occupation Code","Employment 2022","Employment 2032","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupational Openings, 2022-2032 Annual Average","Median Annual Wage 2022","Typical Entry-Level Education","Education Code","Work Experience in a Related Occupation","Workex Code","Typical on-the-job Training","trCode",Industry,At Risk
"Bartenders    * Barkeep* Drink Mixer* Mixologist* Taproom Attendant","=""35-3011""","641.3","662.6","21.3","3.3","113.5","29,380","No formal educational credential","8","None","4","Short-term on-the-job training","5",-,-1
"Police and sheriff's patrol officers    * Border Guard* Border Patrol Officer* Campus Police Officer* Constable* Cop* Deputy Sheriff* Highway Patrol Officer* Motorcycle Police* Mounted Police* Park Police* Patrol Officer* Policeman* Policewoman* State Highway Police Officer* State Trooper","=""33-3051""","684.0","706.5","22.5","3.3","55.0","65,790","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Managers, all other    * Clerk of Court* Environmental Control Administrator* Highway Patrol Commander* Safety Coordinator* Social Science Manager* Utilities Manager","=""11-9199""","1,228.3","1,269.4","41.0","3.3","94.4","128,620","Bachelor's degree","3","Less than 5 years","2","None","6",-,-1
"Medical dosimetrists    * Certified Medical Dosimetrist* Qualified Medical Dosimetrist","=""29-2036""","3.5","3.6","0.1","3.4","0.2","128,970","Bachelor's degree","3","None","4","None","6",-,-1
"Artists and related workers, all other    * Calligrapher* Tattoo Artist","=""27-1019""","14.0","14.5","0.5","3.4","1.4","69,760","No formal educational credential","8","None","4","Long-term on-the-job training","3",-,-1
"Radio, cellular, and tower equipment installers and repairers    * Radio Frequency Technician* Radio Mechanic* Radio Repairer* Two-Way Radio Technician","=""49-2021""","13.5","13.9","0.5","3.4","1.4","59,720","Associate's degree","4","None","4","Moderate-term on-the-job training","4",-,-1
"Media and communication equipment workers, all other    * Satellite Communications Operator","=""27-4099""","17.3","17.9","0.6","3.4","1.6","69,490","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5",-,-1
"First-line supervisors of protective service workers, all other    * Animal Control Supervisor* Animal Cruelty Investigation Supervisor","=""33-1099""","24.5","25.3","0.8","3.4","2.3","61,030","High school diploma or equivalent","7","Less than 5 years","2","None","6",-,-1
"Communications teachers, postsecondary    * Interpersonal Communications Professor* Journalism Professor* Professor of Communication and Writing* Professor of Rhetoric* Public Speaking Professor* Speech Professor","=""25-1122""","33.6","34.8","1.2","3.4","2.8","76,250","Doctoral or professional degree","1","None","4","None","6",-,-1
"Legislators    * City Alderman* City Council Member* Congressional Representative* Councilor* Legislator* Member of Congress* Selectman* Senator* Tribal Council Member","=""11-1031""","44.4","46.0","1.5","3.4","3.4","48,090","Bachelor's degree","3","Less than 5 years","2","None","6",-,-1
"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders    * Brewmaster* Fermentation Operator* Fermenter* Linseed Oil Temperer* Milk Pasteurizer* Milk Processor* Molasses Preparer* Pasteurizer* Winemaker","=""51-9012""","55.6","57.6","1.9","3.4","5.4","46,250","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Public safety telecommunicators    * 911 Dispatcher* 911 Operator* Ambulance Dispatcher* Emergency Communications Dispatcher* Emergency Communications Operator* Emergency Operator* Emergency Telecommunications Dispatcher* Fire Dispatcher* Police Dispatcher* Police Radio Dispatcher* Public Safety Dispatcher* Public Safety Telecommunicator","=""43-5031""","99.5","102.9","3.4","3.4","10.4","46,900","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Preschool teachers, except special education    * Early Childhood Teacher* Head Start Teacher* Home-based Preschool Teacher* Nursery School Teacher* Nursery Teacher* Pre-K Teacher* Pre-Kindergarten Teacher* Preschool Head Start Teacher* Preschool Teacher","=""25-2011""","512.3","529.6","17.2","3.4","56.3","35,330","Associate's degree","4","None","4","None","6",-,-1
"Subway and streetcar operators    * Light Rail Operator* Light Rail Transit Operator* Light Rail Vehicle Operator* Rapid Transit Operator* Subway Conductor* Subway Train Operator* Tram Operator* Trolley Car Operator","=""53-4041""","9.5","9.8","0.3","3.5","1.0","88,260","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Traffic technicians    * Highway Traffic Control Technician* Traffic Engineering Technician* Traffic Signal Technician* Transportation Planning Technician* Transportation Technician","=""53-6041""","7.6","7.9","0.3","3.5","0.8","50,050","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Dietetic technicians    * Clinical Dietetic Technician* Cook Chill Technician* DTR* Dietary Aide* Dietary Technician* Nutrition Technician* Registered Diet Technician","=""29-2051""","20.2","20.9","0.7","3.5","2.3","33,960","Associate's degree","4","None","4","None","6",-,-1
"Chemistry teachers, postsecondary    * Chemistry Professor* Inorganic Chemistry Professor* Organic Chemistry Professor* Physical Chemistry Professor* Phytochemistry Professor","=""25-1052""","25.9","26.8","0.9","3.5","2.1","80,720","Doctoral or professional degree","1","None","4","None","6",-,-1
"Material moving workers, all other    * Back Hoe Operator* Backhoe Operator* Bulldozer Operator* End Loader Operator* Freight Elevator Operator* Payloader Operator* Shovel Operator","=""53-7199""","26.1","27.0","0.9","3.5","3.2","38,800","No formal educational credential","8","None","4","Short-term on-the-job training","5",-,-1
"Travel agents    * Auto Travel Counselor* Certified Corporate Travel Executive* Certified Travel Counselor* Corporate Travel Expert* Travel Consultant* Travel Counselor* Travel Service Consultant","=""41-3041""","66.3","68.6","2.3","3.5","8.6","46,400","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Real estate brokers    * Licensed Real Estate Broker","=""41-9021""","127.2","131.6","4.4","3.5","11.2","62,190","High school diploma or equivalent","7","Less than 5 years","2","None","6",-,-1
"Computer network architects    * Computer Network Engineer* Network Designer* Network Developer* Network Engineer","=""15-1241""","180.2","186.6","6.3","3.5","10.2","126,900","Bachelor's degree","3","5 years or more","1","None","6",-,-1
"Education administrators, postsecondary    * Continuing Education Director* Director of Student Services* Graduate School Dean* Graduate Studies Dean* Provost* University Dean* University Department Chair","=""11-9033""","218.2","225.9","7.7","3.5","15.3","99,940","Master's degree","2","Less than 5 years","2","None","6",-,-1
"Landscaping and groundskeeping workers    * Golf Course Laborer* Greenskeeper* Greenskeeper Laborer* Grounds Caretaker* Grounds Maintenance Worker* Hedge Trimmer* Lawn Care Worker* Lawn Caretaker* Lawn Maintenance Worker* Lawn Mower* Lawn Service Worker* Shrub Planter* Sod Layer","=""37-3011""","1,176.1","1,217.9","41.7","3.5","156.6","35,890","No formal educational credential","8","None","4","Short-term on-the-job training","5",-,-1
"Pump operators, except wellhead pumpers    * Acid Pump Operator* Brewery Pumper* Concrete Pump Operator* Fluid Pump Operator","=""53-7072""","11.2","11.6","0.4","3.6","1.2","55,860","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Atmospheric, earth, marine, and space sciences teachers, postsecondary    * Climatology Professor* Earth Science Professor* Geology Professor* Geoscience Professor* Meteorology Professor* Mineralogy Professor* Oceanic Sciences Professor* Oceanography Professor* Volcanology Professor","=""25-1051""","13.6","14.1","0.5","3.6","1.1","97,770","Doctoral or professional degree","1","None","4","None","6",-,-1
"Ophthalmologists, except pediatric    * Cornea and External Disease Physician* Viteroretinal Disease Physician","=""29-1241""","12.8","13.3","0.5","3.6","0.3","219,810","Doctoral or professional degree","1","None","4","Internship/residency","1",-,-1
"Recreational therapists    * CTRS* Certified Recreational Therapist* Certified Therapeutic Recreation Specialist* Drama Therapist* Therapeutic Recreation Specialist","=""29-1125""","16.8","17.4","0.6","3.6","1.3","51,330","Bachelor's degree","3","None","4","None","6",-,-1
"Rail car repairers    * Freight Car Repairer* Mine Car Mechanic* Rail Car Maintenance Mechanic* Rail Car Mechanic* Streetcar Repairer* Subway Car Repairer* Tank Car Reconditioner* Trolley Car Mechanic* Trolley Car Overhauler","=""49-3043""","20.1","20.8","0.7","3.6","1.8","62,510","High school diploma or equivalent","7","None","4","Long-term on-the-job training","3",-,-1
"Radiologists    * Diagnostic Radiologist* Interventional Radiologist","=""29-1224""","31.2","32.4","1.1","3.6","1.0","239,200","Doctoral or professional degree","1","None","4","Internship/residency","1",-,-1
"First-line supervisors of firefighting and prevention workers    * Fire Lieutenant* Municipal Fire Fighting and Prevention Supervisor* Supervising Fire Marshal","=""33-1021""","87.1","90.2","3.1","3.6","5.7","80,150","Postsecondary nondegree award","5","Less than 5 years","2","Moderate-term on-the-job training","4",-,-1
"Postsecondary teachers, all other    * Flight Simulator Instructor* Military Science Instructor* Packaging Professor","=""25-1199""","262.8","272.3","9.4","3.6","21.8","76,920","Doctoral or professional degree","1","None","4","None","6",-,-1
"Firefighters    * Fire Engine Pump Operator* Fire Equipment Operator* Fire Fighter* Forest Firefighter* Marine Firefighter* Municipal Firefighter* Smoke Jumper* Wildland Firefighter","=""33-2011""","334.2","346.2","12.0","3.6","26.4","51,680","Postsecondary nondegree award","5","None","4","Long-term on-the-job training","3",-,-1
"Maintenance and repair workers, general    * Building Maintenance Mechanic* Building Mechanic* Building Services Mechanic* Facilities Maintenance Worker* General Maintenance Worker* Maintenance Mechanic* Mechanics Handyman* Plant Maintenance Technician","=""49-9071""","1,607.2","1,664.4","57.2","3.6","152.4","44,980","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Paperhangers    * Billboard Poster* Wall Covering Installer* Wallpaper Hanger* Wallpaperer","=""47-2142""","3.9","4.0","0.1","3.7","0.3","44,930","No formal educational credential","8","None","4","Long-term on-the-job training","3",-,-1
"Fire inspectors and investigators    * Arson Investigator* CFEI* Certified Fire Investigator* Certified Fire and Explosion Investigator* Certified Vehicle Fire Investigator* Fire Hazard Inspector* Fire Investigator* Fire Prevention Inspector* Fire Safety Inspector","=""33-2021""","15.0","15.6","0.6","3.7","1.3","69,450","Postsecondary nondegree award","5","5 years or more","1","Moderate-term on-the-job training","4",-,-1
"Sociology teachers, postsecondary    * Comparative Sociology Professor* Race Relations Professor* Social Organization Professor","=""25-1067""","15.0","15.5","0.6","3.7","1.2","78,970","Doctoral or professional degree","1","None","4","None","6",-,-1
"Political science teachers, postsecondary    * Government Professor* International Relations Professor* Political Theory Professor* Public Policy Professor","=""25-1065""","19.3","20.0","0.7","3.7","1.6","83,770","Doctoral or professional degree","1","None","4","None","6",-,-1
"Health and safety engineers, except mining safety engineers and inspectors    * Fire Prevention Engineer* Fire Protection Engineer* Industrial Safety Engineer* Product Safety Engineer* Product Safety Test Engineer* System Safety Engineer","=""17-2111""","22.0","22.8","0.8","3.7","1.3","100,660","Bachelor's degree","3","None","4","None","6",-,-1
"Morticians, undertakers, and funeral arrangers    * Certified Mortician* Funeral Arrangement Director* Funeral Arranger","=""39-4031""","24.5","25.4","0.9","3.7","3.0","51,570","Associate's degree","4","None","4","Long-term on-the-job training","3",-,-1
"Paving, surfacing, and tamping equipment operators    * Asphalt Paver* Asphalt Paving Machine Operator* Asphalt Roller Operator* Asphalt Tamping Machine Operator* Blacktop-Paver Operator* Paver Operator* Screed Operator","=""47-2071""","42.3","43.9","1.6","3.7","3.8","47,270","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Urban and regional planners    * City Planner* Community Development Planner* Regional Planner* Urban Planner","=""19-3051""","44.7","46.4","1.7","3.7","3.7","79,540","Master's degree","2","None","4","None","6",-,-1
"Cardiovascular technologists and technicians    * Cardiac Catheterization Laboratory Technologist* Cardiac Catheterization Technologist* Cardiac Monitor Technician* Cardiac Technician* Cardiopulmonary Technologist* Cardiovascular Interventional Technologist* Cardiovascular Technologist* EKG Technician* Electrocardiogram Technician* Electrocardiograph Operator* Pulmonary Function Technologist","=""29-2031""","58.9","61.1","2.2","3.7","3.9","63,020","Associate's degree","4","None","4","None","6",-,-1
"Education teachers, postsecondary    * Literacy Education Professor* Mathematics Education Professor* Primary Education Professor* Science Education Professor* Secondary Education Professor* Special Education Professor","=""25-1081""","74.3","77.1","2.8","3.7","6.2","66,930","Doctoral or professional degree","1","Less than 5 years","2","None","6",-,-1
